region,date,median_R_mean,median_R_highHPD,median_R_lowHPD
BE,2020-07-04,1.34,2.01,0.81
BE,2020-07-05,1.32,1.95,0.82
BE,2020-07-06,1.29,1.9,0.8
BE,2020-07-07,1.24,1.83,0.77
BE,2020-07-08,1.17,1.73,0.72
BE,2020-07-09,1.09,1.61,0.68
BE,2020-07-10,1.01,1.5,0.62
BE,2020-07-11,0.96,1.43,0.58
BE,2020-07-12,0.93,1.39,0.56
BE,2020-07-13,0.91,1.36,0.54
BE,2020-07-14,0.91,1.36,0.55
BE,2020-07-15,0.93,1.4,0.55
BE,2020-07-16,0.97,1.45,0.58
BE,2020-07-17,1.02,1.52,0.61
BE,2020-07-18,1.08,1.6,0.67
BE,2020-07-19,1.17,1.7,0.72
BE,2020-07-20,1.23,1.78,0.78
BE,2020-07-21,1.28,1.83,0.81
BE,2020-07-22,1.28,1.82,0.84
BE,2020-07-23,1.26,1.78,0.83
BE,2020-07-24,1.22,1.72,0.81
BE,2020-07-25,1.18,1.65,0.79
BE,2020-07-26,1.14,1.6,0.77
BE,2020-07-27,1.13,1.57,0.76
BE,2020-07-28,1.15,1.58,0.78
BE,2020-07-29,1.16,1.6,0.8
BE,2020-07-30,1.2,1.63,0.83
BE,2020-07-31,1.24,1.68,0.87
BE,2020-08-01,1.26,1.69,0.89
BE,2020-08-02,1.25,1.67,0.89
BE,2020-08-03,1.23,1.64,0.88
BE,2020-08-04,1.19,1.58,0.86
BE,2020-08-05,1.15,1.52,0.82
BE,2020-08-06,1.1,1.47,0.79
BE,2020-08-07,1.07,1.43,0.78
BE,2020-08-08,1.06,1.4,0.76
BE,2020-08-09,1.04,1.38,0.75
BE,2020-08-10,1.02,1.35,0.74
BE,2020-08-11,1,1.33,0.72
BE,2020-08-12,0.98,1.31,0.7
BE,2020-08-13,0.97,1.29,0.7
BE,2020-08-14,1,1.31,0.72
BE,2020-08-15,1.03,1.37,0.75
BE,2020-08-16,1.1,1.44,0.8
BE,2020-08-17,1.14,1.48,0.84
BE,2020-08-18,1.17,1.53,0.86
BE,2020-08-19,1.18,1.53,0.88
BE,2020-08-20,1.17,1.52,0.88
BE,2020-08-21,1.17,1.51,0.88
BE,2020-08-22,1.17,1.5,0.88
BE,2020-08-23,1.18,1.5,0.9
BE,2020-08-24,1.19,1.51,0.91
BE,2020-08-25,1.19,1.5,0.91
BE,2020-08-26,1.19,1.49,0.91
BE,2020-08-27,1.19,1.49,0.92
BE,2020-08-28,1.19,1.48,0.93
BE,2020-08-29,1.2,1.49,0.94
BE,2020-08-30,1.22,1.5,0.96
BE,2020-08-31,1.24,1.52,0.99
BE,2020-09-01,1.26,1.53,1.01
BE,2020-09-02,1.27,1.54,1.02
BE,2020-09-03,1.27,1.54,1.03
BE,2020-09-04,1.28,1.54,1.04
BE,2020-09-05,1.27,1.53,1.05
BE,2020-09-06,1.27,1.51,1.05
BE,2020-09-07,1.25,1.49,1.04
BE,2020-09-08,1.23,1.46,1.02
BE,2020-09-09,1.19,1.41,0.99
BE,2020-09-10,1.14,1.35,0.95
BE,2020-09-11,1.1,1.3,0.91
BE,2020-09-12,1.05,1.25,0.88
BE,2020-09-13,1.02,1.21,0.84
BE,2020-09-14,0.98,1.17,0.81
BE,2020-09-15,0.96,1.15,0.79
BE,2020-09-16,0.95,1.14,0.78
BE,2020-09-17,0.95,1.14,0.79
BE,2020-09-18,0.97,1.16,0.8
BE,2020-09-19,1.01,1.2,0.83
BE,2020-09-20,1.05,1.25,0.87
BE,2020-09-21,1.1,1.3,0.92
BE,2020-09-22,1.17,1.37,0.98
BE,2020-09-23,1.23,1.44,1.04
BE,2020-09-24,1.3,1.51,1.1
BE,2020-09-25,1.37,1.58,1.18
BE,2020-09-26,1.44,1.65,1.25
BE,2020-09-27,1.51,1.71,1.31
BE,2020-09-28,1.56,1.76,1.37
BE,2020-09-29,1.6,1.8,1.42
BE,2020-09-30,1.65,1.84,1.47
BE,2020-10-01,1.68,1.86,1.51
BE,2020-10-02,1.71,1.89,1.55
BE,2020-10-03,1.74,1.9,1.58
BE,2020-10-04,1.75,1.9,1.6
BE,2020-10-05,1.75,1.9,1.61
BE,2020-10-06,1.74,1.88,1.61
BE,2020-10-07,1.73,1.86,1.61
BE,2020-10-08,1.73,1.85,1.61
BE,2020-10-09,1.72,1.83,1.61
BE,2020-10-10,1.71,1.82,1.61
BE,2020-10-11,1.68,1.78,1.59
BE,2020-10-12,1.64,1.73,1.55
BE,2020-10-13,1.59,1.67,1.5
BE,2020-10-14,1.53,1.61,1.46
BE,2020-10-15,1.48,1.56,1.41
BE,2020-10-16,1.44,1.51,1.37
BE,2020-10-17,1.39,1.46,1.33
BE,2020-10-18,1.34,1.41,1.28
BE,2020-10-19,1.29,1.35,1.23
BE,2020-10-20,1.23,1.29,1.18
BE,2020-10-21,1.18,1.24,1.13
BE,2020-10-22,1.14,1.19,1.09
BE,2020-10-23,1.11,1.16,1.06
BE,2020-10-24,1.08,1.13,1.04
BE,2020-10-25,1.05,1.1,1.01
BE,2020-10-26,1.01,1.06,0.97
BE,2020-10-27,0.98,1.02,0.93
BE,2020-10-28,0.95,0.99,0.9
BE,2020-10-29,0.93,0.98,0.89
BE,2020-10-30,0.93,0.98,0.89
BE,2020-10-31,0.94,0.98,0.9
BE,2020-11-01,0.94,0.98,0.89
BE,2020-11-02,0.92,0.97,0.88
BE,2020-11-03,0.9,0.94,0.85
BE,2020-11-04,0.86,0.9,0.82
BE,2020-11-05,0.83,0.87,0.79
BE,2020-11-06,0.81,0.85,0.77
BE,2020-11-07,0.81,0.85,0.76
BE,2020-11-08,0.81,0.86,0.77
BE,2020-11-09,0.83,0.87,0.78
BE,2020-11-10,0.84,0.89,0.79
BE,2020-11-11,0.85,0.9,0.8
BE,2020-11-12,0.86,0.91,0.82
BE,2020-11-13,0.89,0.94,0.84
BE,2020-11-14,0.91,0.96,0.86
BE,2020-11-15,0.94,0.99,0.88
BE,2020-11-16,0.95,1.01,0.9
BE,2020-11-17,0.96,1.01,0.9
BE,2020-11-18,0.96,1.01,0.9
BE,2020-11-19,0.96,1.02,0.91
BE,2020-11-20,0.96,1.02,0.91
BE,2020-11-21,0.98,1.03,0.92
BE,2020-11-22,0.99,1.05,0.94
BE,2020-11-23,1.01,1.07,0.95
BE,2020-11-24,1.03,1.08,0.97
BE,2020-11-25,1.04,1.1,0.98
BE,2020-11-26,1.07,1.13,1.01
BE,2020-11-27,1.1,1.16,1.04
BE,2020-11-28,1.13,1.19,1.07
BE,2020-11-29,1.16,1.22,1.1
BE,2020-11-30,1.16,1.22,1.1
BE,2020-12-01,1.15,1.21,1.09
BE,2020-12-02,1.12,1.18,1.07
BE,2020-12-03,1.09,1.15,1.04
BE,2020-12-04,1.07,1.12,1.01
BE,2020-12-05,1.05,1.1,1
BE,2020-12-06,1.03,1.08,0.98
BE,2020-12-07,1.01,1.06,0.96
BE,2020-12-08,0.99,1.04,0.94
BE,2020-12-09,0.98,1.03,0.93
BE,2020-12-10,0.96,1.01,0.91
BE,2020-12-11,0.95,1,0.9
BE,2020-12-12,0.94,0.99,0.89
BE,2020-12-13,0.94,0.99,0.89
BL,2020-02-29,2.15,3.34,1.21
BL,2020-03-01,2.43,3.65,1.47
BL,2020-03-02,2.4,3.46,1.54
BL,2020-03-03,2.38,3.33,1.6
BL,2020-03-04,2.32,3.16,1.6
BL,2020-03-05,2.24,2.99,1.59
BL,2020-03-06,2.19,2.86,1.6
BL,2020-03-07,2.11,2.7,1.6
BL,2020-03-08,2.04,2.57,1.58
BL,2020-03-09,1.96,2.43,1.54
BL,2020-03-10,1.87,2.29,1.48
BL,2020-03-11,1.76,2.15,1.41
BL,2020-03-12,1.65,2,1.34
BL,2020-03-13,1.54,1.85,1.26
BL,2020-03-14,1.45,1.73,1.19
BL,2020-03-15,1.35,1.61,1.11
BL,2020-03-16,1.26,1.51,1.04
BL,2020-03-17,1.19,1.41,0.98
BL,2020-03-18,1.1,1.31,0.91
BL,2020-03-19,1.03,1.23,0.84
BL,2020-03-20,0.95,1.14,0.77
BL,2020-03-21,0.87,1.05,0.7
BL,2020-03-22,0.8,0.98,0.64
BL,2020-03-23,0.74,0.91,0.58
BL,2020-03-24,0.69,0.86,0.54
BL,2020-03-25,0.65,0.82,0.5
BL,2020-03-26,0.62,0.79,0.47
BL,2020-03-27,0.6,0.78,0.45
BL,2020-03-28,0.59,0.77,0.43
BL,2020-03-29,0.59,0.78,0.42
BL,2020-03-30,0.59,0.8,0.42
BL,2020-03-31,0.61,0.83,0.42
BL,2020-04-01,0.62,0.86,0.43
BL,2020-04-02,0.64,0.9,0.43
BL,2020-04-03,0.67,0.94,0.45
BL,2020-04-04,0.69,0.98,0.45
BL,2020-04-05,0.71,1.02,0.46
BL,2020-04-06,0.72,1.04,0.45
BL,2020-04-07,0.71,1.04,0.44
BL,2020-04-08,0.68,1.02,0.41
BL,2020-04-09,0.66,0.99,0.38
BL,2020-04-10,0.63,0.97,0.35
BL,2020-04-11,0.6,0.96,0.33
BL,2020-04-12,0.58,0.96,0.3
BL,2020-04-13,0.55,0.94,0.27
BL,2020-04-14,0.51,0.9,0.23
BL,2020-04-15,0.47,0.87,0.19
BL,2020-04-16,0.43,0.84,0.16
BL,2020-04-17,0.42,0.86,0.13
BL,2020-04-18,0.43,0.92,0.13
BL,2020-04-19,0.47,1.02,0.14
BL,2020-04-20,0.54,1.18,0.15
BL,2020-04-21,0.63,1.36,0.17
BL,2020-04-22,0.69,1.51,0.19
BL,2020-04-23,0.72,1.63,0.19
BL,2020-04-24,0.75,1.71,0.18
BL,2020-04-25,0.74,1.78,0.17
BL,2020-04-26,0.72,1.76,0.15
BL,2020-04-27,0.68,1.71,0.11
BL,2020-04-28,0.63,1.64,0.08
BL,2020-04-29,0.56,1.6,0.06
BL,2020-04-30,0.49,1.53,0.04
BL,2020-05-01,0.43,1.47,0.02
BL,2020-05-02,0.4,1.45,0.01
BL,2020-05-03,0.38,1.52,0
BL,2020-05-04,0.4,1.63,0
BL,2020-05-05,0.43,1.8,0
BL,2020-05-06,0.47,2.1,0
BL,2020-05-07,0.49,2.31,0
BL,2020-05-08,0.51,2.46,0
BL,2020-05-09,0.51,2.68,0
BL,2020-05-10,0.54,2.93,0
BL,2020-05-11,0.57,3.32,0
BL,2020-05-12,0.71,3.89,0
BL,2020-05-13,0.86,4.51,0
BL,2020-05-14,1.05,5.07,0
BL,2020-05-15,1.3,6.05,0
BL,2020-05-16,1.59,6.39,0.01
BL,2020-05-17,1.86,7.27,0.03
BL,2020-05-18,2.1,7.61,0.06
BL,2020-05-19,2.2,7.36,0.11
BL,2020-05-20,2.16,6.97,0.15
BL,2020-05-21,2.07,6.37,0.18
BL,2020-05-22,1.86,5.36,0.19
BL,2020-05-23,1.63,4.6,0.17
BL,2020-05-24,1.39,3.95,0.14
BL,2020-05-25,1.2,3.45,0.11
BL,2020-05-26,1.03,3.07,0.09
BL,2020-05-27,0.86,2.75,0.06
BL,2020-05-28,0.7,2.45,0.04
BL,2020-05-29,0.6,2.25,0.02
BL,2020-05-30,0.51,2.1,0.01
BL,2020-05-31,0.42,1.98,0
BL,2020-06-01,0.4,1.99,0
BL,2020-06-02,0.4,2.07,0
BL,2020-06-03,0.44,2.3,0
BL,2020-06-04,0.5,2.57,0
BL,2020-06-05,0.63,3.06,0
BL,2020-06-06,0.79,3.67,0
BL,2020-06-07,0.99,4.53,0
BL,2020-06-08,1.29,5.62,0.01
BL,2020-06-09,1.68,7,0.03
BL,2020-06-10,2.19,7.76,0.09
BL,2020-06-11,2.66,8.32,0.22
BL,2020-06-12,3,8.15,0.4
BL,2020-06-13,3.06,7.23,0.55
BL,2020-06-14,2.74,6.35,0.61
BL,2020-06-15,2.43,5.44,0.59
BL,2020-06-16,2.09,4.66,0.57
BL,2020-06-17,1.83,3.97,0.54
BL,2020-06-18,1.64,3.4,0.5
BL,2020-06-19,1.46,3.07,0.45
BL,2020-06-20,1.31,2.77,0.41
BL,2020-06-21,1.23,2.55,0.38
BL,2020-06-22,1.16,2.38,0.35
BL,2020-06-23,1.11,2.29,0.35
BL,2020-06-24,1.14,2.3,0.36
BL,2020-06-25,1.17,2.34,0.4
BL,2020-06-26,1.22,2.4,0.44
BL,2020-06-27,1.33,2.52,0.51
BL,2020-06-28,1.41,2.65,0.58
BL,2020-06-29,1.5,2.69,0.64
BL,2020-06-30,1.48,2.62,0.67
BL,2020-07-01,1.44,2.47,0.65
BL,2020-07-02,1.32,2.34,0.62
BL,2020-07-03,1.22,2.13,0.56
BL,2020-07-04,1.12,1.96,0.51
BL,2020-07-05,1.02,1.79,0.45
BL,2020-07-06,0.91,1.62,0.39
BL,2020-07-07,0.8,1.49,0.32
BL,2020-07-08,0.71,1.38,0.26
BL,2020-07-09,0.66,1.32,0.22
BL,2020-07-10,0.62,1.29,0.19
BL,2020-07-11,0.6,1.3,0.18
BL,2020-07-12,0.61,1.36,0.18
BL,2020-07-13,0.64,1.43,0.18
BL,2020-07-14,0.7,1.53,0.18
BL,2020-07-15,0.75,1.67,0.2
BL,2020-07-16,0.81,1.79,0.22
BL,2020-07-17,0.93,1.99,0.26
BL,2020-07-18,1.05,2.25,0.33
BL,2020-07-19,1.18,2.48,0.39
BL,2020-07-20,1.29,2.62,0.43
BL,2020-07-21,1.34,2.71,0.48
BL,2020-07-22,1.4,2.71,0.52
BL,2020-07-23,1.39,2.67,0.54
BL,2020-07-24,1.39,2.59,0.54
BL,2020-07-25,1.34,2.48,0.54
BL,2020-07-26,1.29,2.35,0.53
BL,2020-07-27,1.23,2.25,0.52
BL,2020-07-28,1.18,2.14,0.5
BL,2020-07-29,1.13,2.05,0.48
BL,2020-07-30,1.12,2.05,0.48
BL,2020-07-31,1.13,2.02,0.49
BL,2020-08-01,1.15,2.03,0.51
BL,2020-08-02,1.17,2.06,0.54
BL,2020-08-03,1.2,2.06,0.57
BL,2020-08-04,1.23,2.11,0.59
BL,2020-08-05,1.26,2.12,0.62
BL,2020-08-06,1.3,2.15,0.66
BL,2020-08-07,1.33,2.16,0.71
BL,2020-08-08,1.34,2.17,0.73
BL,2020-08-09,1.35,2.13,0.74
BL,2020-08-10,1.32,2.06,0.73
BL,2020-08-11,1.25,1.95,0.7
BL,2020-08-12,1.16,1.83,0.65
BL,2020-08-13,1.09,1.71,0.61
BL,2020-08-14,1.04,1.64,0.58
BL,2020-08-15,1,1.59,0.56
BL,2020-08-16,0.99,1.57,0.55
BL,2020-08-17,0.99,1.58,0.55
BL,2020-08-18,1,1.58,0.55
BL,2020-08-19,1.02,1.59,0.56
BL,2020-08-20,1,1.58,0.56
BL,2020-08-21,0.99,1.57,0.54
BL,2020-08-22,0.96,1.53,0.53
BL,2020-08-23,0.95,1.51,0.51
BL,2020-08-24,0.92,1.48,0.49
BL,2020-08-25,0.9,1.46,0.48
BL,2020-08-26,0.89,1.45,0.46
BL,2020-08-27,0.87,1.44,0.45
BL,2020-08-28,0.88,1.45,0.45
BL,2020-08-29,0.88,1.46,0.45
BL,2020-08-30,0.9,1.5,0.46
BL,2020-08-31,0.93,1.55,0.47
BL,2020-09-01,0.96,1.6,0.48
BL,2020-09-02,0.99,1.64,0.5
BL,2020-09-03,1,1.65,0.5
BL,2020-09-04,0.98,1.63,0.5
BL,2020-09-05,0.96,1.61,0.49
BL,2020-09-06,0.94,1.58,0.47
BL,2020-09-07,0.91,1.52,0.44
BL,2020-09-08,0.86,1.47,0.41
BL,2020-09-09,0.81,1.4,0.38
BL,2020-09-10,0.76,1.36,0.34
BL,2020-09-11,0.74,1.35,0.32
BL,2020-09-12,0.72,1.32,0.29
BL,2020-09-13,0.71,1.35,0.29
BL,2020-09-14,0.76,1.43,0.3
BL,2020-09-15,0.81,1.54,0.32
BL,2020-09-16,0.9,1.69,0.36
BL,2020-09-17,1.02,1.86,0.41
BL,2020-09-18,1.15,2.05,0.51
BL,2020-09-19,1.28,2.24,0.6
BL,2020-09-20,1.41,2.41,0.7
BL,2020-09-21,1.53,2.51,0.79
BL,2020-09-22,1.59,2.57,0.85
BL,2020-09-23,1.64,2.58,0.91
BL,2020-09-24,1.68,2.56,0.96
BL,2020-09-25,1.73,2.59,1.04
BL,2020-09-26,1.81,2.64,1.15
BL,2020-09-27,1.93,2.71,1.26
BL,2020-09-28,2.04,2.76,1.4
BL,2020-09-29,2.11,2.83,1.51
BL,2020-09-30,2.18,2.83,1.6
BL,2020-10-01,2.18,2.79,1.66
BL,2020-10-02,2.17,2.73,1.68
BL,2020-10-03,2.11,2.61,1.67
BL,2020-10-04,2.01,2.45,1.62
BL,2020-10-05,1.9,2.29,1.55
BL,2020-10-06,1.8,2.14,1.48
BL,2020-10-07,1.71,2.03,1.42
BL,2020-10-08,1.65,1.95,1.39
BL,2020-10-09,1.62,1.89,1.37
BL,2020-10-10,1.6,1.85,1.36
BL,2020-10-11,1.58,1.82,1.36
BL,2020-10-12,1.56,1.78,1.35
BL,2020-10-13,1.53,1.74,1.32
BL,2020-10-14,1.5,1.69,1.31
BL,2020-10-15,1.47,1.66,1.29
BL,2020-10-16,1.44,1.61,1.27
BL,2020-10-17,1.42,1.58,1.26
BL,2020-10-18,1.39,1.55,1.24
BL,2020-10-19,1.37,1.52,1.22
BL,2020-10-20,1.33,1.48,1.2
BL,2020-10-21,1.29,1.43,1.16
BL,2020-10-22,1.25,1.38,1.12
BL,2020-10-23,1.2,1.32,1.08
BL,2020-10-24,1.15,1.27,1.03
BL,2020-10-25,1.09,1.21,0.98
BL,2020-10-26,1.05,1.16,0.94
BL,2020-10-27,1,1.11,0.9
BL,2020-10-28,0.98,1.09,0.88
BL,2020-10-29,0.98,1.09,0.88
BL,2020-10-30,1,1.11,0.9
BL,2020-10-31,1.03,1.13,0.92
BL,2020-11-01,1.04,1.15,0.94
BL,2020-11-02,1.04,1.15,0.94
BL,2020-11-03,1.03,1.13,0.92
BL,2020-11-04,1.01,1.12,0.91
BL,2020-11-05,1.01,1.12,0.91
BL,2020-11-06,1.01,1.12,0.91
BL,2020-11-07,1.03,1.14,0.93
BL,2020-11-08,1.04,1.15,0.94
BL,2020-11-09,1.05,1.15,0.95
BL,2020-11-10,1.05,1.16,0.95
BL,2020-11-11,1.04,1.15,0.94
BL,2020-11-12,1.03,1.14,0.93
BL,2020-11-13,1.04,1.14,0.94
BL,2020-11-14,1.04,1.14,0.94
BL,2020-11-15,1.04,1.14,0.94
BL,2020-11-16,1.04,1.14,0.94
BL,2020-11-17,1.02,1.12,0.92
BL,2020-11-18,1,1.1,0.91
BL,2020-11-19,0.99,1.09,0.89
BL,2020-11-20,0.99,1.09,0.9
BL,2020-11-21,1,1.1,0.9
BL,2020-11-22,1.02,1.11,0.92
BL,2020-11-23,1.03,1.13,0.93
BL,2020-11-24,1.04,1.14,0.94
BL,2020-11-25,1.06,1.16,0.96
BL,2020-11-26,1.08,1.18,0.98
BL,2020-11-27,1.1,1.2,1
BL,2020-11-28,1.13,1.23,1.03
BL,2020-11-29,1.14,1.24,1.04
BL,2020-11-30,1.13,1.23,1.03
BL,2020-12-01,1.1,1.2,1.01
BL,2020-12-02,1.06,1.16,0.97
BL,2020-12-03,1.02,1.12,0.94
BL,2020-12-04,0.99,1.08,0.9
BL,2020-12-05,0.97,1.06,0.88
BL,2020-12-06,0.95,1.04,0.87
BL,2020-12-07,0.94,1.03,0.86
BL,2020-12-08,0.93,1.02,0.85
BL,2020-12-09,0.93,1.02,0.84
BL,2020-12-10,0.93,1.02,0.84
BL,2020-12-11,0.93,1.03,0.85
BL,2020-12-12,0.94,1.03,0.85
BL,2020-12-13,0.95,1.04,0.86
BS,2020-02-24,3.08,5.36,1.32
BS,2020-02-25,2.97,4.67,1.59
BS,2020-02-26,3.04,4.57,1.82
BS,2020-02-27,3.01,4.4,1.94
BS,2020-02-28,2.96,4.08,1.96
BS,2020-02-29,2.74,3.67,1.92
BS,2020-03-01,2.57,3.38,1.87
BS,2020-03-02,2.32,3,1.72
BS,2020-03-03,2.08,2.64,1.59
BS,2020-03-04,1.88,2.37,1.45
BS,2020-03-05,1.76,2.2,1.38
BS,2020-03-06,1.68,2.07,1.33
BS,2020-03-07,1.63,2,1.3
BS,2020-03-08,1.59,1.93,1.28
BS,2020-03-09,1.55,1.87,1.26
BS,2020-03-10,1.51,1.8,1.24
BS,2020-03-11,1.45,1.72,1.2
BS,2020-03-12,1.39,1.64,1.16
BS,2020-03-13,1.33,1.56,1.11
BS,2020-03-14,1.27,1.49,1.06
BS,2020-03-15,1.21,1.42,1.01
BS,2020-03-16,1.15,1.35,0.96
BS,2020-03-17,1.08,1.28,0.91
BS,2020-03-18,1.03,1.22,0.85
BS,2020-03-19,0.97,1.15,0.81
BS,2020-03-20,0.92,1.09,0.76
BS,2020-03-21,0.86,1.03,0.71
BS,2020-03-22,0.8,0.97,0.66
BS,2020-03-23,0.76,0.92,0.61
BS,2020-03-24,0.72,0.87,0.57
BS,2020-03-25,0.68,0.83,0.53
BS,2020-03-26,0.65,0.81,0.51
BS,2020-03-27,0.63,0.8,0.49
BS,2020-03-28,0.62,0.79,0.47
BS,2020-03-29,0.61,0.79,0.46
BS,2020-03-30,0.6,0.79,0.44
BS,2020-03-31,0.59,0.78,0.42
BS,2020-04-01,0.58,0.78,0.41
BS,2020-04-02,0.56,0.78,0.39
BS,2020-04-03,0.56,0.78,0.37
BS,2020-04-04,0.56,0.8,0.36
BS,2020-04-05,0.56,0.81,0.36
BS,2020-04-06,0.56,0.84,0.35
BS,2020-04-07,0.56,0.85,0.33
BS,2020-04-08,0.55,0.86,0.32
BS,2020-04-09,0.54,0.87,0.3
BS,2020-04-10,0.54,0.88,0.28
BS,2020-04-11,0.55,0.91,0.28
BS,2020-04-12,0.56,0.95,0.27
BS,2020-04-13,0.57,0.98,0.27
BS,2020-04-14,0.57,1.02,0.25
BS,2020-04-15,0.57,1.06,0.24
BS,2020-04-16,0.59,1.11,0.24
BS,2020-04-17,0.62,1.17,0.24
BS,2020-04-18,0.66,1.29,0.25
BS,2020-04-19,0.74,1.41,0.27
BS,2020-04-20,0.82,1.56,0.31
BS,2020-04-21,0.9,1.69,0.34
BS,2020-04-22,0.94,1.76,0.37
BS,2020-04-23,0.95,1.79,0.37
BS,2020-04-24,0.93,1.79,0.35
BS,2020-04-25,0.88,1.74,0.32
BS,2020-04-26,0.82,1.64,0.27
BS,2020-04-27,0.75,1.54,0.23
BS,2020-04-28,0.67,1.45,0.19
BS,2020-04-29,0.6,1.35,0.15
BS,2020-04-30,0.53,1.29,0.11
BS,2020-05-01,0.49,1.26,0.08
BS,2020-05-02,0.46,1.26,0.06
BS,2020-05-03,0.46,1.31,0.05
BS,2020-05-04,0.47,1.4,0.04
BS,2020-05-05,0.49,1.52,0.03
BS,2020-05-06,0.5,1.65,0.03
BS,2020-05-07,0.53,1.79,0.02
BS,2020-05-08,0.54,1.9,0.02
BS,2020-05-09,0.55,2.06,0.01
BS,2020-05-10,0.6,2.23,0.01
BS,2020-05-11,0.61,2.39,0.01
BS,2020-05-12,0.64,2.56,0.01
BS,2020-05-13,0.66,2.76,0.01
BS,2020-05-14,0.69,2.97,0.01
BS,2020-05-15,0.74,3.21,0.01
BS,2020-05-16,0.85,3.53,0.01
BS,2020-05-17,0.95,3.92,0.01
BS,2020-05-18,1.04,4.36,0.01
BS,2020-05-19,1.24,4.69,0.02
BS,2020-05-20,1.44,4.84,0.04
BS,2020-05-21,1.54,5.1,0.06
BS,2020-05-22,1.62,5.19,0.11
BS,2020-05-23,1.65,5.15,0.14
BS,2020-05-24,1.64,4.73,0.16
BS,2020-05-25,1.51,4.3,0.16
BS,2020-05-26,1.36,3.92,0.13
BS,2020-05-27,1.17,3.47,0.11
BS,2020-05-28,1.06,3.08,0.09
BS,2020-05-29,0.91,2.87,0.06
BS,2020-05-30,0.81,2.6,0.04
BS,2020-05-31,0.69,2.44,0.02
BS,2020-06-01,0.62,2.28,0.01
BS,2020-06-02,0.55,2.19,0.01
BS,2020-06-03,0.48,2.16,0
BS,2020-06-04,0.45,2.15,0
BS,2020-06-05,0.45,2.18,0
BS,2020-06-06,0.42,2.29,0
BS,2020-06-07,0.46,2.54,0
BS,2020-06-08,0.56,2.93,0
BS,2020-06-09,0.65,3.46,0
BS,2020-06-10,0.73,3.87,0
BS,2020-06-11,0.83,4.35,0
BS,2020-06-12,0.86,4.33,0
BS,2020-06-13,0.85,4.75,0
BS,2020-06-14,0.91,5.12,0
BS,2020-06-15,1,5.35,0
BS,2020-06-16,1,5.58,0
BS,2020-06-17,1.13,5.37,0
BS,2020-06-18,1.29,5.95,0
BS,2020-06-19,1.5,6.7,0.01
BS,2020-06-20,1.83,7.17,0.02
BS,2020-06-21,2.19,7.84,0.07
BS,2020-06-22,2.57,8.03,0.18
BS,2020-06-23,2.8,7.92,0.29
BS,2020-06-24,2.92,7.62,0.46
BS,2020-06-25,2.86,6.88,0.61
BS,2020-06-26,2.78,6.2,0.74
BS,2020-06-27,2.67,5.51,0.82
BS,2020-06-28,2.47,4.97,0.85
BS,2020-06-29,2.31,4.4,0.86
BS,2020-06-30,2.11,3.88,0.87
BS,2020-07-01,1.9,3.44,0.82
BS,2020-07-02,1.7,3.04,0.77
BS,2020-07-03,1.53,2.73,0.71
BS,2020-07-04,1.38,2.41,0.64
BS,2020-07-05,1.23,2.18,0.56
BS,2020-07-06,1.1,1.95,0.48
BS,2020-07-07,0.98,1.77,0.42
BS,2020-07-08,0.88,1.63,0.37
BS,2020-07-09,0.81,1.52,0.32
BS,2020-07-10,0.75,1.44,0.28
BS,2020-07-11,0.72,1.41,0.25
BS,2020-07-12,0.73,1.43,0.25
BS,2020-07-13,0.76,1.52,0.26
BS,2020-07-14,0.83,1.65,0.3
BS,2020-07-15,0.99,1.89,0.38
BS,2020-07-16,1.21,2.22,0.49
BS,2020-07-17,1.43,2.54,0.63
BS,2020-07-18,1.59,2.73,0.75
BS,2020-07-19,1.65,2.78,0.82
BS,2020-07-20,1.63,2.66,0.83
BS,2020-07-21,1.54,2.48,0.8
BS,2020-07-22,1.42,2.26,0.76
BS,2020-07-23,1.29,2.07,0.69
BS,2020-07-24,1.19,1.9,0.63
BS,2020-07-25,1.09,1.77,0.58
BS,2020-07-26,1,1.64,0.52
BS,2020-07-27,0.95,1.56,0.49
BS,2020-07-28,0.92,1.52,0.46
BS,2020-07-29,0.93,1.53,0.47
BS,2020-07-30,0.98,1.6,0.5
BS,2020-07-31,1.07,1.73,0.58
BS,2020-08-01,1.2,1.88,0.66
BS,2020-08-02,1.31,2.03,0.75
BS,2020-08-03,1.41,2.14,0.83
BS,2020-08-04,1.44,2.18,0.87
BS,2020-08-05,1.45,2.16,0.89
BS,2020-08-06,1.41,2.07,0.88
BS,2020-08-07,1.36,1.97,0.86
